t,plant_id,wind_cf
15,64356,0.8433
15,64357,0.748
15,66740,0.872
15,67334,0.468
15,68456,0.4143
15,68495,0.759
15,68496,0.427
15,70867,0.239
15,71466,0.1396
15,71474,0.5186
15,75099,0.3728
15,75713,0.247
15,76298,0.10864
15,76904,0.17
15,76905,0.1649
15,77526,0.2383
15,78162,0.022
15,78797,0.11945
15,79432,0.00444
15,80070,0.0683
15,80654,0.872
15,80699,0.0617
15,80700,0.02849
15,81335,0.00473
15,81336,0.00551
15,81967,0.0986
15,81968,0.11316
15,81969,0.00301
15,81970,0.07056
15,82571,0.06665
15,82575,0.00635
15,83752,0.0
15,84343,0.0
15,86793,0.0
15,93008,0.0452
15,93009,0.02069
15,93010,0.0
15,93035,0.00643
15,93592,0.385
15,93595,0.0461
15,93596,0.00764
15,93597,0.0
15,94165,0.3003
15,94167,0.03787
15,94168,0.006
15,94169,0.0
15,94755,0.03287
15,94756,0.0053
15,94757,0.0
15,95339,0.02457
15,95340,0.0014
15,95341,0.0
15,96501,0.04382
15,98821,0.01222
15,99419,0.0
16,101213,0.00978
16,105903,0.0
16,132274,0.733
16,132853,0.3071
16,132854,0.026
16,136900,0.611
16,136901,0.802
16,137447,0.299
16,138033,0.629
16,138046,0.872
16,138047,0.8374
16,138048,0.5527
16,138049,0.725
16,138053,0.5713
16,138624,0.5938
16,138625,0.525
16,138626,0.645
16,138631,0.097
16,138633,0.6157
16,139185,0.3071
16,139195,0.8037
16,139196,0.8325
16,139197,0.51
16,139761,0.713
16,139762,0.8706
16,139763,0.8623
16,139775,0.4287
16,139778,0.764
16,140343,0.8394
16,140913,0.872
16,152308,0.742
16,60982,0.872
16,60983,0.7354
16,60984,0.8667
16,61547,0.872
16,62116,0.3093
16,62117,0.852
16,62118,0.872
16,62665,0.86
16,62666,0.872
16,62667,0.8066
16,62668,0.275
16,63217,0.872
16,63220,0.426
16,63780,0.573
16,64356,0.871
16,64357,0.835
16,66740,0.872
16,67334,0.4795
16,68456,0.4502
16,68495,0.757
16,68496,0.4531
16,70867,0.291
16,71466,0.1626
16,71474,0.615
16,75099,0.28
16,75713,0.1876
16,76298,0.492
16,76904,0.5312
16,76905,0.343
16,77526,0.4287
16,78162,0.101
16,78797,0.1697
16,79432,0.00931
16,80070,0.1388
16,80654,0.872
16,80699,0.10266
16,80700,0.0515
16,81335,0.02646
16,81336,0.01105
16,81967,0.1489
16,81968,0.2284
16,81969,0.08
16,81970,0.12256
16,82571,0.0759
16,82575,0.01075
16,83752,0.00039
16,84343,0.0
16,86793,0.0352
16,93008,0.0581
16,93009,0.0296
16,93010,0.00249
16,93035,0.00421
16,93592,0.538
16,93595,0.05518
16,93596,0.01287
16,93597,0.0
16,94165,0.3857
16,94167,0.04758
16,94168,0.01226
16,94169,0.0
16,94755,0.04205
16,94756,0.00843
16,94757,0.0
16,95339,0.03314
16,95340,0.00955
16,95341,0.0
16,96501,0.0687
16,98821,0.0189
16,99419,0.0
17,101213,0.02155
17,105903,0.0
17,132274,0.728
17,132853,0.3118
17,132854,0.07367
17,136900,0.798
17,136901,0.872
17,137447,0.346
17,138033,0.679
17,138046,0.872
17,138047,0.872
17,138048,0.7964
17,138049,0.872
17,138053,0.4963
17,138624,0.5674
17,138625,0.7505
17,138626,0.872
17,138631,0.139
17,138633,0.4492
17,139185,0.34
17,139195,0.872
17,139196,0.8457
17,139197,0.574
17,139761,0.8164
17,139762,0.8516
17,139763,0.8564
17,139775,0.5234
17,139778,0.8677
17,140343,0.8677
17,140913,0.872
17,152308,0.669
17,60982,0.872
17,60983,0.658
17,60984,0.8716
17,61547,0.872
17,62116,0.2993
17,62117,0.8564
17,62118,0.872
17,62665,0.868
17,62666,0.872
17,62667,0.8003
17,62668,0.3591
17,63217,0.872
17,63220,0.4822
17,63780,0.4802
17,64356,0.872
17,64357,0.8184
17,66740,0.872
17,67334,0.4688
17,68456,0.6216
17,68495,0.7803
17,68496,0.4749
17,70867,0.3267
17,71466,0.1882
17,71474,0.672
17,75099,0.345
17,75713,0.2313
17,76298,0.5576
17,76904,0.516
17,76905,0.4038
17,77526,0.4805
17,78162,0.1333
17,78797,0.1709
17,79432,0.04443
17,80070,0.3
17,80654,0.872
17,80699,0.2686
17,80700,0.2118
17,81335,0.2183
17,81336,0.05917
17,81967,0.4033
17,81968,0.4607
17,81969,0.278
17,81970,0.2383
17,82571,0.1362
17,82575,0.01296
17,83752,0.02054
17,84343,0.01177
17,86793,0.073
17,93008,0.06714
17,93009,0.0386
17,93010,0.01407
17,93035,0.01464
17,93592,0.694
17,93595,0.0736
17,93596,0.02187
17,93597,0.0
17,94165,0.5522
17,94167,0.0522
17,94168,0.02002
17,94169,0.0
17,94755,0.0436
17,94756,0.02051
17,94757,0.0
17,95339,0.0367
17,95340,0.0161
17,95341,0.0
17,96501,0.07874
17,98821,0.00792
17,99419,0.0
18,101213,0.01403
18,105903,0.0
18,132274,0.719
18,132853,0.3079
18,132854,0.08295
18,136900,0.8135
18,136901,0.872
18,137447,0.487
18,138033,0.706
18,138046,0.872
18,138047,0.872
18,138048,0.858
18,138049,0.872
18,138053,0.5186
18,138624,0.546
18,138625,0.8306
18,138626,0.872
18,138631,0.082
18,138633,0.6294
18,139185,0.3235
18,139195,0.872
18,139196,0.8384
18,139197,0.4563
18,139761,0.7334
18,139762,0.8296
18,139763,0.839
18,139775,0.532
18,139778,0.872
18,140343,0.872
18,140913,0.872
18,152308,0.7544
18,60982,0.8096
18,60983,0.629
18,60984,0.872
18,61547,0.872
18,62116,0.3455
18,62117,0.871
18,62118,0.872
18,62665,0.872
18,62666,0.872
18,62667,0.839
18,62668,0.4624
18,63217,0.872
18,63220,0.501
18,63780,0.4067
18,64356,0.872
18,64357,0.751
18,66740,0.872
18,67334,0.4963
18,68456,0.596
18,68495,0.788
18,68496,0.5327
18,70867,0.3997
18,71466,0.243
18,71474,0.7393
18,75099,0.51
18,75713,0.3462
18,76298,0.63
18,76904,0.6597
18,76905,0.3655
18,77526,0.4297
18,78162,0.108
18,78797,0.2098
18,79432,0.1808
18,80070,0.533
18,80654,0.872
18,80699,0.435
18,80700,0.364
18,81335,0.393
18,81336,0.1432
18,81967,0.566
18,81968,0.5923
18,81969,0.417
18,81970,0.443
18,82571,0.2401
18,82575,0.01488
18,83752,0.05295
18,84343,0.02856
18,86793,0.1022
18,93008,0.0659
18,93009,0.03458
18,93010,0.01692
18,93035,0.03043
18,93592,0.672
18,93595,0.06366
18,93596,0.03452
18,93597,0.01302
18,94165,0.5195
18,94167,0.07916
18,94168,0.04263
18,94169,0.01322
18,94755,0.0667
18,94756,0.0264
18,94757,0.0
18,95339,0.0511
18,95340,0.01906
18,95341,0.0
18,96501,0.0978
18,98821,0.01481
18,99419,0.0
19,101213,0.0298
19,105903,0.0
19,132274,0.7188
19,132853,0.2944
19,132854,0.04382
19,136900,0.8213
19,136901,0.872
19,137447,0.517
19,138033,0.678
19,138046,0.872
19,138047,0.872
19,138048,0.866
19,138049,0.872
19,138053,0.4612
19,138624,0.64
19,138625,0.8364
19,138626,0.872
19,138631,0.152
19,138633,0.526
19,139185,0.2922
19,139195,0.872
19,139196,0.846
19,139197,0.4016
19,139761,0.6147
19,139762,0.8228
19,139763,0.806
19,139775,0.5728
19,139778,0.872
19,140343,0.872
19,140913,0.872
19,152308,0.6035
19,60982,0.6763
19,60983,0.553
19,60984,0.872
19,61547,0.872
19,62116,0.377
19,62117,0.864
19,62118,0.872
19,62665,0.872
19,62666,0.872
19,62667,0.872
19,62668,0.606
19,63217,0.872
19,63220,0.5693
19,63780,0.4797
19,64356,0.872
19,64357,0.716
19,66740,0.872
19,67334,0.5107
19,68456,0.641
19,68495,0.799
19,68496,0.5576
19,70867,0.487
19,71466,0.2532
19,71474,0.778
19,75099,0.558
19,75713,0.3916
19,76298,0.6943
19,76904,0.801
19,76905,0.3955
19,77526,0.4573
19,78162,0.289
19,78797,0.2346
19,79432,0.374
19,80070,0.7334
19,80654,0.872
19,80699,0.6177
19,80700,0.485
19,81335,0.626
19,81336,0.4211
19,81967,0.663
19,81968,0.6035
19,81969,0.646
19,81970,0.6025
19,82571,0.308
19,82575,0.01368
19,83752,0.1287
19,84343,0.0783
19,86793,0.2974
19,93008,0.03772
19,93009,0.01379
19,93010,0.0
19,93035,0.05063
19,93592,0.623
19,93595,0.04492
19,93596,0.01038
19,93597,0.0
19,94165,0.498
19,94167,0.0528
19,94168,0.01555
19,94169,0.0
19,94755,0.0461
19,94756,0.00659
19,94757,0.0
19,95339,0.0322
19,95340,0.00284
19,95341,0.0
19,96501,0.0856
19,98821,0.02586
19,99419,0.00185
20,101213,0.08484
20,105903,0.0
20,132274,0.7036
20,132853,0.2744
20,132854,0.01903
20,136900,0.8096
20,136901,0.872
20,137447,0.561
20,138033,0.672
20,138046,0.872
20,138047,0.872
20,138048,0.8706
20,138049,0.872
20,138053,0.433
20,138624,0.5967
20,138625,0.8276
20,138626,0.872
20,138631,0.464
20,138633,0.4995
20,139185,0.2708
20,139195,0.872
20,139196,0.8716
20,139197,0.6016
20,139761,0.808
20,139762,0.831
20,139763,0.872
20,139775,0.621
20,139778,0.872
20,140343,0.872
20,140913,0.872
20,152308,0.616
20,60982,0.69
20,60983,0.3892
20,60984,0.855
20,61547,0.872
20,62116,0.7886
20,62117,0.834
20,62118,0.872
20,62665,0.872
20,62666,0.872
20,62667,0.872
20,62668,0.607
20,63217,0.872
20,63220,0.6865
20,63780,0.6255
20,64356,0.872
20,64357,0.7295
20,66740,0.872
20,67334,0.5063
20,68456,0.523
20,68495,0.8076
20,68496,0.58
20,70867,0.544
20,71466,0.2262
20,71474,0.7593
20,75099,0.684
20,75713,0.5376
20,76298,0.8467
20,76904,0.852
20,76905,0.627
20,77526,0.8027
20,78162,0.613
20,78797,0.3005
20,79432,0.7666
20,80070,0.872
20,80654,0.872
20,80699,0.847
20,80700,0.564
20,81335,0.8535
20,81336,0.829
20,81967,0.729
20,81968,0.6704
20,81969,0.872
20,81970,0.767
20,82571,0.327
20,82575,0.027
20,83752,0.2042
20,84343,0.19
20,86793,0.648
20,93008,0.01912
20,93009,0.00072
20,93010,0.0
20,93035,0.06052
20,93592,0.51
20,93595,0.02698
20,93596,0.00121
20,93597,0.0
20,94165,0.393
20,94167,0.03537
20,94168,0.00504
20,94169,0.0
20,94755,0.03078
20,94756,0.00182
20,94757,0.0
20,95339,0.01633
20,95340,0.0
20,95341,0.0
20,96501,0.1266
20,98821,0.05942
20,99419,0.00845
21,101213,0.1571
21,105903,0.0
21,132274,0.705
21,132853,0.2788
21,132854,0.01779
21,136900,0.8057
21,136901,0.872
21,137447,0.581
21,138033,0.635
21,138046,0.872
21,138047,0.872
21,138048,0.858
21,138049,0.872
21,138053,0.4321
21,138624,0.623
21,138625,0.8286
21,138626,0.872
21,138631,0.546
21,138633,0.461
21,139185,0.2428
21,139195,0.872
21,139196,0.8716
21,139197,0.6284
21,139761,0.8447
21,139762,0.8423
21,139763,0.8354
21,139775,0.636
21,139778,0.872
21,140343,0.872
21,140913,0.872
21,152308,0.625
21,60982,0.7656
21,60983,0.5156
21,60984,0.6377
21,61547,0.872
21,62116,0.8457
21,62117,0.8394
21,62118,0.872
21,62665,0.872
21,62666,0.872
21,62667,0.866
21,62668,0.6016
21,63217,0.872
21,63220,0.6875
21,63780,0.6553
21,64356,0.872
21,64357,0.814
21,66740,0.872
21,67334,0.4875
21,68456,0.3162
21,68495,0.8003
21,68496,0.6045
21,70867,0.67
21,71466,0.3005
21,71474,0.758
21,75099,0.848
21,75713,0.716
21,76298,0.872
21,76904,0.8677
21,76905,0.795
21,77526,0.872
21,78162,0.6167
21,78797,0.8184
21,79432,0.868
21,80070,0.872
21,80654,0.872
21,80699,0.8716
21,80700,0.6187
21,81335,0.87
21,81336,0.872
21,81967,0.872
21,81968,0.872
21,81969,0.872
21,81970,0.863
21,82571,0.608
21,82575,0.07214
21,83752,0.4255
21,84343,0.3079
21,86793,0.715
21,93008,0.02611
21,93009,0.00211
21,93010,0.0
21,93035,0.0778
21,93592,0.425
21,93595,0.02937
21,93596,0.00198
21,93597,0.0
21,94165,0.3328
21,94167,0.03244
21,94168,0.00606
21,94169,0.0
21,94755,0.03226
21,94756,0.00353
21,94757,0.0
21,95339,0.01834
21,95340,0.00033
21,95341,0.0
21,96501,0.094
21,98821,0.05975
21,99419,0.00642
22,101213,0.2069
22,105903,0.0
22,132274,0.7026
22,132853,0.2834
22,132854,0.01591
22,136900,0.8096
22,136901,0.872
22,137447,0.546
22,138033,0.564
22,138046,0.872
22,138047,0.872
22,138048,0.859
22,138049,0.872
22,138053,0.4302
22,138624,0.571
22,138625,0.819
22,138626,0.872
22,138631,0.495
22,138633,0.437
22,139185,0.1759
22,139195,0.872
22,139196,0.8467
22,139197,0.4448
22,139761,0.8105
22,139762,0.834
22,139763,0.7905
22,139775,0.6255
22,139778,0.872
22,140343,0.872
22,140913,0.872
22,152308,0.6387
22,60982,0.798
22,60983,0.601
22,60984,0.712
22,61547,0.872
22,62116,0.8647
22,62117,0.872
22,62118,0.872
22,62665,0.872
22,62666,0.872
22,62667,0.8716
22,62668,0.4287
22,63217,0.872
22,63220,0.809
22,63780,0.6807
22,64356,0.872
22,64357,0.753
22,66740,0.872
22,67334,0.4788
22,68456,0.541
22,68495,0.7783
22,68496,0.572
22,70867,0.733
22,71466,0.519
22,71474,0.742
22,75099,0.867
22,75713,0.7544
22,76298,0.872
22,76904,0.872
22,76905,0.838
22,77526,0.872
22,78162,0.855
22,78797,0.843
22,79432,0.872
22,80070,0.872
22,80654,0.872
22,80699,0.871
22,80700,0.67
22,81335,0.867
22,81336,0.872
22,81967,0.872
22,81968,0.872
22,81969,0.872
22,81970,0.872
22,82571,0.776
22,82575,0.121
22,83752,0.5386
22,84343,0.5273
22,86793,0.7676
22,93008,0.03363
22,93009,0.00727
22,93010,0.0
22,93035,0.1392
22,93592,0.347
22,93595,0.03165
22,93596,0.00292
22,93597,0.0
22,94165,0.2905
22,94167,0.02794
22,94168,0.00683
22,94169,0.0
22,94755,0.03195
22,94756,0.00603
22,94757,0.0
22,95339,0.02026
22,95340,0.00148
22,95341,0.0
22,96501,0.09143
22,98821,0.03008
22,99419,0.00286
23,101213,0.2096
23,105903,0.0
23,132274,0.702
23,132853,0.2832
23,132854,0.01415
23,136900,0.788
23,136901,0.872
23,137447,0.504
23,138033,0.593
23,138046,0.872
23,138047,0.872
23,138048,0.837
23,138049,0.872
23,138053,0.4011
23,138624,0.5273
23,138625,0.763
23,138626,0.872
23,138631,0.508
23,138633,0.403
23,139185,0.1825
23,139195,0.872
23,139196,0.803
23,139197,0.3357
23,139761,0.826
23,139762,0.833
23,139763,0.7896
23,139775,0.604
23,139778,0.872
23,140343,0.872
23,140913,0.872
23,152308,0.6465
23,60982,0.872
23,60983,0.6655
23,60984,0.8022
23,61547,0.872
23,62116,0.8643
23,62117,0.872
23,62118,0.872
23,62665,0.872
23,62666,0.872
23,62667,0.872
23,62668,0.5596
23,63217,0.872
23,63220,0.8706
23,63780,0.7114
23,64356,0.872
23,64357,0.704
23,66740,0.872
23,67334,0.4893
23,68456,0.7227
23,68495,0.7656
23,68496,0.555
23,70867,0.7856
23,71466,0.6904
23,71474,0.699
23,75099,0.8667
23,75713,0.767
23,76298,0.872
23,76904,0.872
23,76905,0.872
23,77526,0.872
23,78162,0.872
23,78797,0.8384
23,79432,0.872
23,80070,0.872
23,80654,0.872
23,80699,0.8647
23,80700,0.668
23,81335,0.843
23,81336,0.872
23,81967,0.872
23,81968,0.872
23,81969,0.872
23,81970,0.872
23,82571,0.872
23,82575,0.1189
23,83752,0.569
23,84343,0.566
23,86793,0.8525
23,93008,0.02605
23,93009,0.0027
23,93010,0.0
23,93035,0.1991
23,93592,0.292
23,93595,0.02776
23,93596,0.00221
23,93597,0.0
23,94165,0.2471
23,94167,0.01833
23,94168,0.00131
23,94169,0.0
23,94755,0.01474
23,94756,0.00017
23,94757,0.0
23,95339,0.00445
23,95340,0.0
23,95341,0.0
23,96501,0.0759
23,98821,0.02533
23,99419,0.0
24,101213,0.2688
24,105903,0.00191
24,132274,0.7007
24,132853,0.2642
24,132854,0.00967
24,136900,0.7695
24,136901,0.872
24,137447,0.429
24,138033,0.6035
24,138046,0.872
24,138047,0.872
24,138048,0.7964
24,138049,0.872
24,138053,0.4473
24,138624,0.4897
24,138625,0.7295
24,138626,0.872
24,138631,0.466
24,138633,0.4495
24,139185,0.164
24,139195,0.872
24,139196,0.791
24,139197,0.3694
24,139761,0.8496
24,139762,0.8545
24,139763,0.8354
24,139775,0.6006
24,139778,0.872
24,140343,0.872
24,140913,0.872
24,152308,0.6294
24,60982,0.872
24,60983,0.872
24,60984,0.872
24,61547,0.872
24,62116,0.8438
24,62117,0.872
24,62118,0.872
24,62665,0.872
24,62666,0.872
24,62667,0.872
24,62668,0.7256
24,63217,0.872
24,63220,0.871
24,63780,0.6865
24,64356,0.872
24,64357,0.708
24,66740,0.872
24,67334,0.5137
24,68456,0.763
24,68495,0.7734
24,68496,0.571
24,70867,0.848
24,71466,0.69
24,71474,0.6274
24,75099,0.872
24,75713,0.858
24,76298,0.872
24,76904,0.872
24,76905,0.872
24,77526,0.872
24,78162,0.872
24,78797,0.8516
24,79432,0.872
24,80070,0.872
24,80654,0.872
24,80699,0.8716
24,80700,0.6514
24,81335,0.8613
24,81336,0.872
24,81967,0.872
24,81968,0.872
24,81969,0.872
24,81970,0.872
24,82571,0.869
24,82575,0.314
24,83752,0.5654
24,84343,0.4802
24,86793,0.8257
24,93008,0.01135
24,93009,0.0
24,93010,0.0
24,93035,0.3423
24,93592,0.184
24,93595,0.01202
24,93596,0.0
24,93597,0.0
24,94165,0.1613
24,94167,0.00039
24,94168,0.0
24,94169,0.0
24,94755,0.0
24,94756,0.0
24,94757,0.0
24,95339,0.0
24,95340,0.0
24,95341,0.0
24,96501,0.0801
24,98821,0.0052
24,99419,0.0
